,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN
1729,-122.34,37.97,19.0,2237.0,580.0,1438.0,551.0,2.3382,120700.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1730,-122.33,37.96,46.0,1222.0,236.0,819.0,251.0,3.9118,129400.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1731,-122.35,37.96,36.0,2191.0,531.0,1563.0,524.0,2.5164,114200.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1732,-122.35,37.96,29.0,1899.0,524.0,1357.0,443.0,1.875,97200.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1733,-122.35,37.96,35.0,1326.0,346.0,1023.0,295.0,2.0724,97700.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1734,-122.35,37.95,31.0,2449.0,595.0,1801.0,548.0,2.6328,110300.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1735,-122.35,37.96,34.0,1428.0,335.0,1272.0,319.0,2.5461,93900.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1736,-122.36,37.96,30.0,950.0,317.0,1073.0,280.0,1.8664,107800.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1737,-122.32,37.96,25.0,1728.0,403.0,934.0,412.0,3.375,133700.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1738,-122.32,37.96,34.0,2070.0,357.0,784.0,294.0,4.0417,182800.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1739,-122.32,37.95,35.0,1612.0,354.0,887.0,331.0,2.5769,146100.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1740,-122.33,37.95,22.0,2099.0,569.0,1135.0,509.0,2.1915,120800.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1741,-122.34,37.96,15.0,6487.0,1717.0,3408.0,1560.0,2.1991,133300.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1742,-122.34,37.96,33.0,1817.0,441.0,1220.0,389.0,2.5382,103600.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1743,-122.32,37.94,38.0,2751.0,522.0,1390.0,489.0,3.7277,165100.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1744,-122.32,37.94,46.0,1901.0,295.0,833.0,352.0,5.5196,210800.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1745,-122.32,37.93,40.0,1141.0,213.0,434.0,196.0,3.9464,186900.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1746,-122.33,37.95,42.0,1627.0,336.0,848.0,316.0,3.7708,144600.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1747,-122.33,37.94,45.0,1226.0,279.0,590.0,260.0,2.8833,140400.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1748,-122.33,37.94,47.0,1882.0,361.0,797.0,342.0,3.5848,140800.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1749,-122.33,37.94,43.0,1876.0,389.0,807.0,377.0,3.1571,141600.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1750,-122.33,37.94,42.0,1695.0,345.0,719.0,334.0,3.9417,139100.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1751,-122.33,37.94,44.0,1769.0,332.0,828.0,309.0,4.0526,150800.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1752,-122.34,37.95,45.0,1128.0,240.0,702.0,270.0,3.6719,134100.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1753,-122.33,37.95,45.0,1585.0,329.0,981.0,373.0,3.0313,135800.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1754,-122.33,37.95,46.0,1543.0,339.0,777.0,322.0,4.0927,142600.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1755,-122.34,37.95,44.0,1675.0,317.0,806.0,311.0,3.0694,135300.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1756,-122.34,37.95,44.0,1788.0,368.0,933.0,329.0,2.875,133400.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1757,-122.34,37.95,39.0,1986.0,427.0,1041.0,385.0,3.2333,135100.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1758,-122.34,37.95,38.0,1340.0,298.0,766.0,241.0,3.2833,111700.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1759,-122.35,37.95,45.0,2142.0,431.0,1318.0,431.0,3.0737,111600.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1760,-122.35,37.95,42.0,1485.0,290.0,971.0,303.0,3.6094,114600.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1761,-122.36,37.95,38.0,1042.0,289.0,773.0,248.0,2.7714,104700.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1762,-122.34,37.94,47.0,2313.0,433.0,947.0,430.0,3.942,143300.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1763,-122.34,37.94,44.0,1917.0,444.0,936.0,435.0,2.7391,140300.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1764,-122.34,37.94,31.0,1611.0,455.0,786.0,411.0,1.681,145500.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1765,-122.34,37.94,42.0,2206.0,451.0,989.0,444.0,3.125,143900.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1766,-122.35,37.94,45.0,2112.0,493.0,1406.0,452.0,2.3456,105200.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1767,-122.35,37.94,34.0,1880.0,459.0,1358.0,422.0,1.6571,105200.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1768,-122.35,37.94,47.0,1275.0,275.0,844.0,273.0,2.8967,95600.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1769,-122.36,37.95,38.0,1066.0,248.0,729.0,286.0,1.5139,81700.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1770,-122.36,37.94,45.0,907.0,188.0,479.0,161.0,3.0862,79000.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1771,-122.36,37.94,27.0,844.0,249.0,583.0,265.0,0.9687,105800.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1772,-122.36,37.94,26.0,1540.0,343.0,1007.0,338.0,1.3365,72900.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1773,-122.36,37.94,41.0,2591.0,585.0,1638.0,462.0,1.822,79700.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1774,-122.37,37.94,49.0,969.0,229.0,599.0,195.0,1.3167,71600.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1775,-122.35,37.93,19.0,1334.0,366.0,1048.0,316.0,1.7865,88000.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1776,-122.35,37.93,28.0,1995.0,488.0,1182.0,439.0,2.3352,84300.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1777,-122.36,37.94,43.0,369.0,107.0,371.0,111.0,1.6,79400.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1778,-122.36,37.93,17.0,1258.0,254.0,885.0,229.0,3.05,121600.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1779,-122.37,37.94,40.0,1064.0,266.0,912.0,239.0,1.0521,69100.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1780,-122.37,37.93,45.0,3150.0,756.0,1798.0,749.0,1.75,37900.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1781,-122.38,37.91,18.0,3507.0,711.0,1224.0,676.0,5.0524,269800.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1782,-122.42,37.93,47.0,3453.0,779.0,1353.0,728.0,4.016,274500.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1783,-122.41,37.94,52.0,154.0,33.0,89.0,38.0,3.2875,275000.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1784,-122.34,37.93,30.0,2515.0,481.0,1327.0,428.0,2.1287,95000.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1785,-122.35,37.93,39.0,2002.0,416.0,1166.0,395.0,1.7257,91500.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1786,-122.36,37.93,44.0,1891.0,449.0,1047.0,432.0,1.7727,86100.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1787,-122.36,37.93,42.0,1796.0,389.0,1107.0,372.0,1.9375,87000.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1788,-122.37,37.93,37.0,709.0,190.0,644.0,174.0,0.8641,84200.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1789,-122.33,37.91,36.0,1954.0,513.0,1437.0,440.0,1.125,93800.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1790,-122.35,37.92,36.0,921.0,200.0,585.0,236.0,1.9224,94000.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1791,-122.36,37.92,52.0,215.0,41.0,126.0,43.0,1.3929,104200.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1792,-122.35,37.91,4.0,2851.0,798.0,1285.0,712.0,4.2895,186800.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1793,-122.33,37.93,34.0,2326.0,471.0,1356.0,441.0,2.3475,90300.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1794,-122.33,37.93,27.0,2158.0,424.0,1220.0,442.0,3.0156,111500.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1795,-122.34,37.93,32.0,2389.0,652.0,1672.0,584.0,1.4423,88300.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1796,-122.34,37.93,45.0,2225.0,486.0,1304.0,459.0,2.64,112100.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1797,-122.35,37.93,41.0,268.0,75.0,198.0,82.0,3.2222,156300.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1798,-122.32,37.92,29.0,2304.0,399.0,1377.0,454.0,5.0187,140600.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1799,-122.33,37.92,26.0,3887.0,779.0,2512.0,740.0,2.2301,122400.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1800,-122.32,37.92,28.0,4649.0,977.0,2606.0,953.0,3.2674,129100.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1801,-122.32,37.91,34.0,2669.0,647.0,1341.0,555.0,2.6399,119600.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1802,-122.31,37.91,39.0,2955.0,696.0,1417.0,682.0,2.7628,167800.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1803,-122.31,37.91,43.0,2549.0,511.0,1060.0,528.0,3.6417,178400.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1804,-122.31,37.91,45.0,3924.0,834.0,1992.0,773.0,4.1146,177800.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1805,-122.31,37.93,39.0,2505.0,371.0,872.0,345.0,5.3433,286500.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1806,-122.31,37.93,36.0,2403.0,408.0,917.0,404.0,5.0399,253400.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1807,-122.32,37.93,40.0,3056.0,489.0,1103.0,481.0,5.1067,247300.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1808,-122.32,37.94,47.0,1911.0,283.0,697.0,275.0,6.2712,267700.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1809,-122.3,37.92,32.0,3943.0,605.0,1524.0,614.0,6.0677,321600.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1810,-122.29,37.92,35.0,583.0,88.0,235.0,84.0,5.943,288200.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1811,-122.29,37.92,32.0,1736.0,234.0,602.0,231.0,6.516,401000.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1812,-122.3,37.93,34.0,2254.0,357.0,715.0,306.0,4.5,304000.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1813,-122.31,37.93,36.0,1526.0,256.0,696.0,263.0,3.5089,261900.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1814,-122.32,37.93,33.0,296.0,73.0,216.0,63.0,2.675,22500.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1815,-122.31,37.92,30.0,1014.0,236.0,537.0,204.0,2.8456,183300.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1816,-122.31,37.92,38.0,1250.0,236.0,631.0,279.0,3.724,220100.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1817,-122.31,37.92,12.0,1895.0,600.0,983.0,519.0,2.5,195800.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1818,-122.32,37.92,22.0,1119.0,220.0,565.0,199.0,3.3594,186900.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1819,-122.31,37.92,43.0,2116.0,407.0,900.0,361.0,4.1587,212200.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1820,-122.3,37.92,33.0,1615.0,271.0,710.0,285.0,4.0804,239000.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1821,-122.31,37.91,31.0,1432.0,348.0,681.0,348.0,2.7243,218100.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1822,-122.3,37.91,39.0,2686.0,569.0,1159.0,559.0,2.9441,200400.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1823,-122.3,37.91,40.0,2866.0,617.0,1305.0,589.0,3.6321,209100.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1824,-122.3,37.9,37.0,2125.0,489.0,912.0,462.0,2.9219,217200.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1825,-122.3,37.9,41.0,2053.0,435.0,873.0,415.0,3.4091,223000.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1826,-122.3,37.9,35.0,1102.0,308.0,688.0,303.0,2.3946,141700.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1827,-122.3,37.9,30.0,1772.0,471.0,880.0,437.0,2.2672,162500.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1828,-122.29,37.92,36.0,1450.0,235.0,568.0,234.0,6.0,311400.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1829,-122.29,37.91,38.0,2591.0,424.0,905.0,378.0,5.1691,263200.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1830,-122.29,37.91,46.0,2085.0,346.0,748.0,354.0,4.0536,262000.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1831,-122.29,37.91,40.0,2085.0,329.0,796.0,339.0,5.5357,273700.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1832,-122.29,37.9,52.0,2657.0,500.0,1131.0,489.0,4.4286,234900.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1833,-122.28,37.91,38.0,2501.0,348.0,805.0,329.0,6.5576,358500.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1834,-122.28,37.9,49.0,3191.0,516.0,1148.0,507.0,6.3538,333700.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1835,-122.28,37.9,52.0,1369.0,249.0,490.0,248.0,4.1212,287500.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1836,-122.28,37.91,41.0,3009.0,482.0,1053.0,490.0,5.828,324400.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1837,-122.27,37.91,47.0,1930.0,315.0,692.0,296.0,6.3669,315500.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1838,-122.28,37.91,48.0,2083.0,298.0,685.0,286.0,7.3089,331200.0,NEAR BAY,0.0,0.0,0.0,1.0,0.0
1839,-124.17,41.8,16.0,2739.0,480.0,1259.0,436.0,3.7557,109400.0,NEAR OCEAN,0.0,0.0,0.0,0.0,1.0
1840,-124.3,41.8,19.0,2672.0,552.0,1298.0,478.0,1.9797,85800.0,NEAR OCEAN,0.0,0.0,0.0,0.0,1.0
1841,-124.23,41.75,11.0,3159.0,616.0,1343.0,479.0,2.4805,73200.0,NEAR OCEAN,0.0,0.0,0.0,0.0,1.0
1842,-124.21,41.77,17.0,3461.0,722.0,1947.0,647.0,2.5795,68400.0,NEAR OCEAN,0.0,0.0,0.0,0.0,1.0
1843,-124.19,41.78,15.0,3140.0,714.0,1645.0,640.0,1.6654,74600.0,NEAR OCEAN,0.0,0.0,0.0,0.0,1.0
1844,-124.22,41.73,28.0,3003.0,699.0,1530.0,653.0,1.7038,78300.0,NEAR OCEAN,0.0,0.0,0.0,0.0,1.0
1845,-124.21,41.75,20.0,3810.0,787.0,1993.0,721.0,2.0074,66900.0,NEAR OCEAN,0.0,0.0,0.0,0.0,1.0
1846,-124.17,41.76,20.0,2673.0,538.0,1282.0,514.0,2.4605,105900.0,NEAR OCEAN,0.0,0.0,0.0,0.0,1.0
1847,-124.16,41.74,15.0,2715.0,569.0,1532.0,530.0,2.1829,69500.0,NEAR OCEAN,0.0,0.0,0.0,0.0,1.0
1848,-124.14,41.95,21.0,2696.0,578.0,1208.0,494.0,2.275,122400.0,NEAR OCEAN,0.0,0.0,0.0,0.0,1.0
1849,-124.16,41.92,19.0,1668.0,324.0,841.0,283.0,2.1336,75000.0,NEAR OCEAN,0.0,0.0,0.0,0.0,1.0
1850,-124.3,41.84,17.0,2677.0,531.0,1244.0,456.0,3.0313,103600.0,NEAR OCEAN,0.0,0.0,0.0,0.0,1.0
1851,-124.15,41.81,17.0,3276.0,628.0,3546.0,585.0,2.2868,103100.0,NEAR OCEAN,0.0,0.0,0.0,0.0,1.0
1852,-123.91,41.68,22.0,1880.0,360.0,743.0,314.0,2.9688,152700.0,<1H OCEAN,1.0,0.0,0.0,0.0,0.0
1853,-123.83,41.88,18.0,1504.0,357.0,660.0,258.0,3.13,116700.0,<1H OCEAN,1.0,0.0,0.0,0.0,0.0
1854,-123.92,41.54,22.0,2920.0,636.0,1382.0,499.0,2.0202,71100.0,NEAR OCEAN,0.0,0.0,0.0,0.0,1.0
1855,-119.94,38.96,20.0,1451.0,386.0,467.0,255.0,1.5536,212500.0,INLAND,0.0,1.0,0.0,0.0,0.0
1856,-119.95,38.95,8.0,430.0,107.0,36.0,18.0,2.625,187500.0,INLAND,0.0,1.0,0.0,0.0,0.0
1857,-119.95,38.95,22.0,1058.0,352.0,851.0,269.0,2.02,87500.0,INLAND,0.0,1.0,0.0,0.0,0.0
1858,-119.95,38.95,21.0,2046.0,580.0,952.0,353.0,1.7245,92200.0,INLAND,0.0,1.0,0.0,0.0,0.0
1859,-119.94,38.95,25.0,1789.0,536.0,1134.0,396.0,2.32,91300.0,INLAND,0.0,1.0,0.0,0.0,0.0
1860,-119.95,38.94,24.0,2180.0,517.0,755.0,223.0,2.5875,173400.0,INLAND,0.0,1.0,0.0,0.0,0.0
1861,-119.93,38.94,27.0,1709.0,408.0,97.0,44.0,2.4917,200000.0,INLAND,0.0,1.0,0.0,0.0,0.0
1862,-119.97,38.94,26.0,1485.0,334.0,406.0,180.0,1.9667,84600.0,INLAND,0.0,1.0,0.0,0.0,0.0
1863,-119.97,38.93,24.0,856.0,185.0,388.0,108.0,3.1806,107200.0,INLAND,0.0,1.0,0.0,0.0,0.0
1864,-119.98,38.96,25.0,2443.0,444.0,868.0,342.0,3.5417,114800.0,INLAND,0.0,1.0,0.0,0.0,0.0
1865,-119.96,38.94,19.0,1429.0,292.0,585.0,188.0,2.2589,131600.0,INLAND,0.0,1.0,0.0,0.0,0.0
1866,-119.96,38.94,27.0,1492.0,393.0,717.0,254.0,1.8906,104200.0,INLAND,0.0,1.0,0.0,0.0,0.0
1867,-119.96,38.93,22.0,2731.0,632.0,1215.0,483.0,2.83,110500.0,INLAND,0.0,1.0,0.0,0.0,0.0
1868,-119.94,38.92,24.0,1258.0,216.0,235.0,96.0,4.6,136800.0,INLAND,0.0,1.0,0.0,0.0,0.0
1869,-119.98,38.94,25.0,1339.0,328.0,503.0,219.0,1.9018,109700.0,INLAND,0.0,1.0,0.0,0.0,0.0
1870,-119.98,38.94,23.0,1564.0,298.0,339.0,147.0,4.0417,99300.0,INLAND,0.0,1.0,0.0,0.0,0.0
1871,-119.99,38.94,24.0,1216.0,289.0,421.0,185.0,3.1625,103600.0,INLAND,0.0,1.0,0.0,0.0,0.0
1872,-119.99,38.94,22.0,3119.0,640.0,786.0,351.0,3.0806,118500.0,INLAND,0.0,1.0,0.0,0.0,0.0
1873,-119.99,38.93,23.0,1882.0,414.0,673.0,277.0,2.9091,141900.0,INLAND,0.0,1.0,0.0,0.0,0.0
1874,-119.98,38.93,28.0,1194.0,272.0,494.0,203.0,2.3281,85800.0,INLAND,0.0,1.0,0.0,0.0,0.0
1875,-119.98,38.93,25.0,1262.0,293.0,534.0,226.0,2.6607,90400.0,INLAND,0.0,1.0,0.0,0.0,0.0
1876,-119.98,38.92,27.0,2682.0,606.0,1010.0,399.0,3.15,86900.0,INLAND,0.0,1.0,0.0,0.0,0.0
1877,-119.98,38.92,28.0,1408.0,312.0,522.0,221.0,2.0708,89600.0,INLAND,0.0,1.0,0.0,0.0,0.0
1878,-120.0,38.93,17.0,8005.0,1382.0,999.0,383.0,3.9722,313400.0,INLAND,0.0,1.0,0.0,0.0,0.0
1879,-120.01,38.93,22.0,3080.0,610.0,1045.0,425.0,2.996,126100.0,INLAND,0.0,1.0,0.0,0.0,0.0
1880,-120.0,38.92,17.0,1106.0,207.0,466.0,180.0,3.3295,126600.0,INLAND,0.0,1.0,0.0,0.0,0.0
1881,-120.0,38.92,26.0,529.0,116.0,191.0,83.0,3.5,103600.0,INLAND,0.0,1.0,0.0,0.0,0.0
1882,-120.01,38.92,23.0,964.0,246.0,485.0,198.0,1.7188,96100.0,INLAND,0.0,1.0,0.0,0.0,0.0
1883,-120.01,38.92,25.0,1758.0,357.0,689.0,278.0,2.675,104200.0,INLAND,0.0,1.0,0.0,0.0,0.0
1884,-120.02,38.91,22.0,2138.0,493.0,829.0,330.0,2.2056,107200.0,INLAND,0.0,1.0,0.0,0.0,0.0
1885,-120.02,38.92,24.0,1194.0,246.0,414.0,151.0,3.2396,101900.0,INLAND,0.0,1.0,0.0,0.0,0.0
1886,-120.01,38.91,27.0,968.0,191.0,283.0,143.0,2.0938,94400.0,INLAND,0.0,1.0,0.0,0.0,0.0
1887,-120.01,38.91,17.0,2732.0,609.0,1005.0,499.0,1.9851,86700.0,INLAND,0.0,1.0,0.0,0.0,0.0
1888,-120.01,38.89,24.0,1669.0,422.0,589.0,281.0,3.0089,100800.0,INLAND,0.0,1.0,0.0,0.0,0.0
1889,-120.0,38.9,21.0,1653.0,419.0,737.0,308.0,1.9727,114100.0,INLAND,0.0,1.0,0.0,0.0,0.0
1890,-119.99,38.88,17.0,2807.0,529.0,675.0,251.0,2.7457,107800.0,INLAND,0.0,1.0,0.0,0.0,0.0
1891,-119.98,38.9,16.0,3109.0,572.0,885.0,334.0,3.5,134700.0,INLAND,0.0,1.0,0.0,0.0,0.0
1892,-119.92,38.91,15.0,3831.0,625.0,984.0,328.0,5.0718,162500.0,INLAND,0.0,1.0,0.0,0.0,0.0
1893,-120.0,38.87,12.0,1437.0,268.0,395.0,144.0,4.225,127600.0,INLAND,0.0,1.0,0.0,0.0,0.0
1894,-119.96,38.84,17.0,2722.0,512.0,828.0,289.0,3.5714,109700.0,INLAND,0.0,1.0,0.0,0.0,0.0
1895,-120.02,38.76,15.0,3142.0,618.0,725.0,285.0,4.3333,121400.0,INLAND,0.0,1.0,0.0,0.0,0.0
1896,-120.04,38.86,16.0,2708.0,481.0,712.0,261.0,3.7891,117700.0,INLAND,0.0,1.0,0.0,0.0,0.0
1897,-120.03,38.89,15.0,3042.0,588.0,918.0,336.0,3.8333,118800.0,INLAND,0.0,1.0,0.0,0.0,0.0
1898,-120.02,38.86,19.0,2429.0,459.0,883.0,300.0,3.017,97600.0,INLAND,0.0,1.0,0.0,0.0,0.0
1899,-120.13,39.06,22.0,2465.0,539.0,381.0,146.0,2.875,87500.0,INLAND,0.0,1.0,0.0,0.0,0.0
1900,-120.16,39.04,18.0,2040.0,402.0,350.0,129.0,4.0313,126000.0,INLAND,0.0,1.0,0.0,0.0,0.0
1901,-120.16,39.01,16.0,1463.0,264.0,54.0,26.0,4.975,206300.0,INLAND,0.0,1.0,0.0,0.0,0.0
1902,-120.06,39.01,19.0,2967.0,528.0,112.0,48.0,4.0714,437500.0,INLAND,0.0,1.0,0.0,0.0,0.0
1903,-120.1,38.91,33.0,1561.0,282.0,30.0,11.0,1.875,500001.0,INLAND,0.0,1.0,0.0,0.0,0.0
1904,-120.97,38.91,7.0,4341.0,716.0,1978.0,682.0,4.8311,172200.0,INLAND,0.0,1.0,0.0,0.0,0.0
1905,-121.04,38.81,11.0,3522.0,623.0,1456.0,544.0,3.93,163400.0,INLAND,0.0,1.0,0.0,0.0,0.0
1906,-120.72,38.94,10.0,1604.0,352.0,540.0,190.0,3.7625,113200.0,INLAND,0.0,1.0,0.0,0.0,0.0
1907,-120.88,38.91,15.0,3876.0,778.0,1960.0,691.0,2.902,127300.0,INLAND,0.0,1.0,0.0,0.0,0.0
1908,-120.92,38.86,11.0,1720.0,345.0,850.0,326.0,3.2027,128600.0,INLAND,0.0,1.0,0.0,0.0,0.0
1909,-120.87,38.83,12.0,2180.0,423.0,1070.0,377.0,2.8562,128200.0,INLAND,0.0,1.0,0.0,0.0,0.0
1910,-120.84,38.81,11.0,1280.0,286.0,609.0,248.0,3.1635,132600.0,INLAND,0.0,1.0,0.0,0.0,0.0
1911,-120.81,38.89,17.0,1438.0,324.0,675.0,268.0,2.9444,119300.0,INLAND,0.0,1.0,0.0,0.0,0.0
1912,-120.79,38.83,15.0,1374.0,291.0,709.0,239.0,1.7222,118500.0,INLAND,0.0,1.0,0.0,0.0,0.0
1913,-120.71,38.85,8.0,1877.0,479.0,884.0,323.0,3.4688,120100.0,INLAND,0.0,1.0,0.0,0.0,0.0
1914,-120.5,38.87,10.0,81.0,41.0,55.0,16.0,4.9583,87500.0,INLAND,0.0,1.0,0.0,0.0,0.0
1915,-120.3,38.9,11.0,1961.0,435.0,113.0,53.0,0.9227,95500.0,INLAND,0.0,1.0,0.0,0.0,0.0
1916,-121.09,38.68,15.0,5218.0,711.0,1949.0,659.0,4.7083,213300.0,INLAND,0.0,1.0,0.0,0.0,0.0
1917,-121.08,38.67,10.0,2499.0,331.0,1040.0,333.0,6.844,239600.0,INLAND,0.0,1.0,0.0,0.0,0.0
1918,-121.07,38.66,22.0,1831.0,274.0,813.0,269.0,4.6394,173400.0,INLAND,0.0,1.0,0.0,0.0,0.0
1919,-121.06,38.7,9.0,13255.0,1739.0,5001.0,1627.0,6.314,228900.0,INLAND,0.0,1.0,0.0,0.0,0.0
1920,-121.0,38.58,12.0,3425.0,549.0,1357.0,451.0,5.3344,217500.0,INLAND,0.0,1.0,0.0,0.0,0.0
1921,-121.01,38.73,7.0,6322.0,1046.0,2957.0,1024.0,4.7276,197500.0,INLAND,0.0,1.0,0.0,0.0,0.0
1922,-120.99,38.69,5.0,5743.0,1074.0,2651.0,962.0,4.1163,172500.0,INLAND,0.0,1.0,0.0,0.0,0.0
1923,-121.02,38.66,4.0,7392.0,1155.0,3096.0,1065.0,4.5246,198900.0,INLAND,0.0,1.0,0.0,0.0,0.0
1924,-120.99,38.67,8.0,4913.0,744.0,2005.0,723.0,5.4413,187900.0,INLAND,0.0,1.0,0.0,0.0,0.0
1925,-120.98,38.67,13.0,3432.0,516.0,1286.0,470.0,5.584,186600.0,INLAND,0.0,1.0,0.0,0.0,0.0
1926,-120.98,38.66,9.0,2073.0,404.0,916.0,373.0,3.225,163300.0,INLAND,0.0,1.0,0.0,0.0,0.0
